candidate_id,rank,score,reasoning
CAND_0010257,13,0.6521,"Senior Data Scientist with 6.5 yrs exp. skills: Qdrant, Milvus, Python. product-company background in Internet. strong production deployment evidence. good response rate (72%). based in Noida, Uttar Pradesh. actively open to work. long notice period (120d)."
CAND_0098846,14,0.6516,"AI Engineer with 7.6 yrs exp. skills: Qdrant, QLoRA, PEFT. product-company background in Internet. strong production deployment evidence. good response rate (62%). strong GitHub activity (86.2/100). based in Indore, Madhya Pradesh. actively open to work."
CAND_0027691,15,0.6492,"NLP Engineer with 6.5 yrs exp. skills: Semantic Search, Weaviate, Learning to Rank. product-company background in Internet. strong production deployment evidence. good response rate (68%). based in Pune, Maharashtra. actively open to work. notice ≤30 days."
CAND_0064326,16,0.6491,"Search Engineer with 7.6 yrs exp. skills: Weaviate, Milvus, Semantic Search. strong production deployment evidence. excellent recruiter response rate (94%). strong GitHub activity (61.4/100). based in Gurgaon, Haryana. actively open to work."
CAND_0039383,17,0.6477,"Applied ML Engineer with 7.1 yrs exp. skills: FAISS, Vector Search, Elasticsearch. product-company background in Fintech. strong production deployment evidence. good response rate (61%). strong GitHub activity (86.4/100). based in Gurgaon, Haryana. actively open to work."
CAND_0044855,18,0.6466,"Senior Data Scientist with 6.6 yrs exp. skills: Embeddings, Information Retrieval, Pinecone. product-company background in Internet. strong production deployment evidence. good response rate (56%). based in Coimbatore, Tamil Nadu."
CAND_0007009,19,0.6465,"Recommendation Systems Engineer with 7.9 yrs exp. skills: Embeddings, Weaviate, Learning to Rank. strong production deployment evidence. good response rate (62%). strong GitHub activity (69.2/100). based in Noida, Uttar Pradesh. actively open to work. notice ≤30 days."
CAND_0020877,20,0.6459,"Applied ML Engineer with 5.1 yrs exp. skills: Information Retrieval, Weaviate, Milvus. product-company background in EdTech. strong production deployment evidence. good response rate (66%). strong GitHub activity (74.4/100). based in Gurgaon, Haryana."
CAND_0058688,21,0.645,"AI Engineer with 6.7 yrs exp. skills: Embeddings, Semantic Search, Information Retrieval. strong production deployment evidence. good response rate (74%). based in Berlin. actively open to work. notice ≤30 days."
CAND_0046525,22,0.6449,"Senior Machine Learning Engineer with 6.1 yrs exp. skills: Sentence Transformers, Information Retrieval, Qdrant. strong production deployment evidence. excellent recruiter response rate (88%). based in Pune, Maharashtra. actively open to work."
CAND_0061265,23,0.6441,"Recommendation Systems Engineer with 6.6 yrs exp. skills: Embeddings, Qdrant, Milvus. product-company background in Fintech. strong production deployment evidence. excellent recruiter response rate (94%). strong GitHub activity (79.8/100). based in Delhi, Delhi. actively open to work. long notice period (120d)."
CAND_0002025,24,0.6438,"Senior AI Engineer with 5.9 yrs exp. skills: Sentence Transformers, FAISS, NLP. strong production deployment evidence. excellent recruiter response rate (80%). strong GitHub activity (96.9/100). based in Trivandrum, Kerala. actively open to work. notice ≤30 days."
CAND_0014440,25,0.6437,"Recommendation Systems Engineer with 6.4 yrs exp. skills: FAISS, Qdrant, Milvus. product-company background in EdTech. strong production deployment evidence. good response rate (64%). strong GitHub activity (89.5/100). based in Chennai, Tamil Nadu. actively open to work."
CAND_0083307,26,0.6437,"Search Engineer with 7.8 yrs exp. skills: Embeddings, Pinecone, Weaviate. strong production deployment evidence. good response rate (70%). strong GitHub activity (69.2/100). based in Vizag, Andhra Pradesh. actively open to work. long notice period (120d)."
CAND_0052682,27,0.6435,"NLP Engineer with 6.6 yrs exp. skills: Embeddings, Semantic Search, FAISS. strong production deployment evidence. excellent recruiter response rate (88%). strong GitHub activity (72.4/100). based in Vizag, Andhra Pradesh. actively open to work. notice ≤30 days."
CAND_0078002,28,0.6426,"Machine Learning Engineer with 6.3 yrs exp. skills: NLP, QLoRA, TensorFlow. product-company background in Fintech. strong production deployment evidence. excellent recruiter response rate (86%). based in Coimbatore, Tamil Nadu. actively open to work."
CAND_0011162,29,0.6424,"Recommendation Systems Engineer with 5.8 yrs exp. skills: Embeddings, FAISS, Pinecone. product-company background in Internet. strong production deployment evidence. good response rate (75%). based in Coimbatore, Tamil Nadu. actively open to work."
CAND_0037566,30,0.6422,"Machine Learning Engineer with 6.9 yrs exp. skills: Pinecone, NLP, Elasticsearch. product-company background in Fintech. strong production deployment evidence. good response rate (50%). strong GitHub activity (73.4/100). based in Bangalore, Karnataka. actively open to work. notice ≤30 days."
CAND_0065195,31,0.6421,"Search Engineer with 5.1 yrs exp. skills: Qdrant, Learning to Rank, Elasticsearch. product-company background in Internet. strong production deployment evidence. excellent recruiter response rate (80%). strong GitHub activity (87.3/100). based in Kolkata, West Bengal. actively open to work."
CAND_0030031,32,0.6419,"AI Engineer with 5.7 yrs exp. skills: Vector Search, NLP, Milvus. product-company background in Internet. strong production deployment evidence. excellent recruiter response rate (94%). based in Trivandrum, Kerala. notice ≤30 days."
CAND_0005649,33,0.64,"Senior Data Scientist with 7.4 yrs exp. skills: Semantic Search, Information Retrieval, Weaviate. strong production deployment evidence. good response rate (56%). strong GitHub activity (80.7/100). based in Delhi, Delhi. actively open to work."
CAND_0040117,34,0.6375,"Recommendation Systems Engineer with 6.5 yrs exp. skills: Embeddings, FAISS, BM25. product-company background in Software. strong production deployment evidence. good response rate (66%). no GitHub linked. based in Vizag, Andhra Pradesh. actively open to work. notice ≤30 days."
CAND_0062247,35,0.6375,"AI Engineer with 7.3 yrs exp. skills: Pinecone, Qdrant, Vector Search. strong production deployment evidence. good response rate (78%). based in Kochi, Kerala. actively open to work. notice ≤30 days."
CAND_0044883,36,0.6367,"AI Engineer with 6.3 yrs exp. skills: Semantic Search, Embeddings, BM25. product-company background in Fintech. strong production deployment evidence. excellent recruiter response rate (84%). strong GitHub activity (70.5/100). based in Berlin."
CAND_0042029,37,0.6351,"Senior Data Scientist with 6.5 yrs exp. skills: Embeddings, NLP, Weaviate. strong production deployment evidence. good response rate (67%). strong GitHub activity (78.7/100). based in Delhi, Delhi."
CAND_0007412,38,0.635,"Applied ML Engineer with 7.4 yrs exp. skills: Pinecone, Milvus, BM25. strong production deployment evidence. good response rate (76%). based in Noida, Uttar Pradesh. actively open to work. long notice period (120d)."
CAND_0054100,39,0.6342,"Junior ML Engineer with 6.0 yrs exp. skills: Vector Search, Semantic Search, Weaviate. product-company background in SaaS. strong production deployment evidence. good response rate (79%). strong GitHub activity (73.2/100). based in Kolkata, West Bengal. actively open to work."
CAND_0006418,40,0.634,"Machine Learning Engineer with 5.7 yrs exp. skills: Embeddings, Semantic Search, Weaviate. strong production deployment evidence. excellent recruiter response rate (92%). based in Gurgaon, Haryana. actively open to work."
CAND_0008425,41,0.634,"Senior NLP Engineer with 7.8 yrs exp. skills: Sentence Transformers, Information Retrieval, Qdrant. strong production deployment evidence. good response rate (66%). based in Kolkata, West Bengal. actively open to work."
CAND_0081686,42,0.6331,"Search Engineer with 6.0 yrs exp. skills: Embeddings, Semantic Search, FAISS. product-company background in SaaS. strong production deployment evidence. excellent recruiter response rate (91%). based in Austin."
CAND_0076482,43,0.6317,"ML Engineer with 6.6 yrs exp. skills: Pinecone, RAG, Embeddings. product-company background in Fintech. strong production deployment evidence. excellent recruiter response rate (86%). strong GitHub activity (79.4/100). based in Austin. actively open to work."
CAND_0068811,44,0.6314,"Applied ML Engineer with 8.0 yrs exp. skills: Pinecone, Qdrant, Vector Search. product-company background in Software. strong production deployment evidence. low response rate (42%) — engagement risk. based in Pune, Maharashtra. actively open to work. notice ≤30 days."
CAND_0081053,45,0.6313,"NLP Engineer with 5.4 yrs exp. skills: Semantic Search, Weaviate, Learning to Rank. strong production deployment evidence. excellent recruiter response rate (83%). strong GitHub activity (77.7/100). based in Chandigarh, Chandigarh. actively open to work."
CAND_0091909,46,0.6311,"Machine Learning Engineer with 6.9 yrs exp. skills: Sentence Transformers, Pinecone, Learning to Rank. strong production deployment evidence. good response rate (65%). based in Bangalore, Karnataka. actively open to work."
CAND_0041610,47,0.63,"Recommendation Systems Engineer with 6.7 yrs exp. skills: Learning to Rank, Embeddings, OpenSearch. strong production deployment evidence. good response rate (52%). based in Indore, Madhya Pradesh. actively open to work. notice ≤30 days."
CAND_0069905,48,0.6299,"Applied ML Engineer with 6.6 yrs exp. skills: Sentence Transformers, Weaviate, Learning to Rank. strong production deployment evidence. good response rate (78%). based in Bhubaneswar, Odisha. actively open to work."
CAND_0088025,49,0.6281,"Staff Machine Learning Engineer with 8.6 yrs exp. skills: Pinecone, Learning to Rank, NLP. strong production deployment evidence. excellent recruiter response rate (83%). strong GitHub activity (74.6/100). based in Jaipur, Rajasthan. actively open to work."
CAND_0010541,50,0.628,"AI Research Engineer with 6.2 yrs exp. skills: Weaviate, Pinecone, NLP. product-company background in HealthTech AI. strong production deployment evidence. good response rate (59%). based in Hyderabad, Telangana. actively open to work."
CAND_0096142,51,0.628,"Applied ML Engineer with 5.0 yrs exp. skills: Pinecone, Weaviate, NLP. product-company background in EdTech. strong production deployment evidence. excellent recruiter response rate (84%). strong GitHub activity (80.5/100). based in Hyderabad, Telangana. actively open to work. long notice period (120d)."
CAND_0030953,52,0.6278,"Search Engineer with 7.8 yrs exp. skills: Weaviate, Qdrant, Learning to Rank. product-company background in HealthTech. strong production deployment evidence. good response rate (63%). based in Chennai, Tamil Nadu."
CAND_0093912,53,0.6277,"Senior Data Scientist with 5.3 yrs exp. skills: Embeddings, Milvus, Vector Search. product-company background in E-commerce. strong production deployment evidence. good response rate (66%). strong GitHub activity (81.5/100). based in Chandigarh, Chandigarh. actively open to work. notice ≤30 days."
CAND_0042100,54,0.6276,"Machine Learning Engineer with 7.3 yrs exp. skills: Pinecone, Learning to Rank, Semantic Search. strong production deployment evidence. excellent recruiter response rate (87%). based in Singapore. actively open to work."
CAND_0043860,55,0.6276,"Junior ML Engineer with 6.1 yrs exp. skills: Semantic Search, Information Retrieval, Qdrant. strong production deployment evidence. excellent recruiter response rate (81%). no GitHub linked. based in Bhubaneswar, Odisha. actively open to work. notice ≤30 days."
CAND_0067866,56,0.627,"Senior Software Engineer (ML) with 6.4 yrs exp. skills: Embeddings, Elasticsearch, LoRA. product-company background in Fintech. strong production deployment evidence. good response rate (79%). based in Noida, Uttar Pradesh. actively open to work."
CAND_0036184,57,0.626,"Recommendation Systems Engineer with 6.0 yrs exp. skills: Embeddings, Sentence Transformers, Semantic Search. solid ML domain depth (11 JD concepts in career text). excellent recruiter response rate (90%). based in Trivandrum, Kerala. actively open to work. notice ≤30 days."
CAND_0077956,58,0.6258,"Computer Vision Engineer with 6.4 yrs exp. skills: Weaviate, Milvus, TensorFlow. predominantly consulting background (50%). strong production deployment evidence. excellent recruiter response rate (88%). based in Chandigarh, Chandigarh. actively open to work. long notice period (120d)."
CAND_0086022,59,0.6255,"Senior Applied Scientist with 5.3 yrs exp. skills: Embeddings, Sentence Transformers, Pinecone. strong production deployment evidence. good response rate (55%). strong GitHub activity (75.2/100). based in Kolkata, West Bengal. actively open to work. notice ≤30 days."
CAND_0018549,60,0.6254,"Recommendation Systems Engineer with 6.8 yrs exp. skills: Weaviate, Qdrant, Milvus. strong production deployment evidence. good response rate (73%). based in Coimbatore, Tamil Nadu. actively open to work."
CAND_0046353,61,0.6249,"ML Engineer with 6.4 yrs exp. skills: FAISS, Weaviate, Vector Search. product-company background in EdTech. strong production deployment evidence. good response rate (73%). strong GitHub activity (76.7/100). based in Gurgaon, Haryana. actively open to work. long notice period (120d)."
CAND_0072660,62,0.6248,"Machine Learning Engineer with 7.1 yrs exp. skills: Information Retrieval, FAISS, NLP. product-company background in Software. strong production deployment evidence. good response rate (53%). no GitHub linked. based in Berlin. actively open to work. notice ≤30 days."
CAND_0009691,63,0.6245,"Applied ML Engineer with 6.2 yrs exp. skills: Qdrant, FAISS, Pinecone. product-company background in Internet. strong production deployment evidence. good response rate (64%). strong GitHub activity (67.8/100). based in Indore, Madhya Pradesh. actively open to work. long notice period (120d)."
CAND_0059017,64,0.6245,"AI Research Engineer with 6.8 yrs exp. skills: Sentence Transformers, FAISS, Python. product-company background in Fintech. solid ML domain depth (12 JD concepts in career text). good response rate (75%). strong GitHub activity (76.2/100). based in Ahmedabad, Gujarat. actively open to work."
CAND_0057563,65,0.6235,"NLP Engineer with 6.8 yrs exp. skills: OpenSearch, Elasticsearch, QLoRA. strong production deployment evidence. excellent recruiter response rate (83%). based in Indore, Madhya Pradesh."
CAND_0018722,66,0.6234,"Recommendation Systems Engineer with 6.6 yrs exp. skills: Weaviate, PEFT, Python. strong production deployment evidence. good response rate (79%). strong GitHub activity (94.3/100). based in Toronto. actively open to work."
CAND_0008295,67,0.623,"AI Research Engineer with 6.5 yrs exp. skills: BM25, Python, Weaviate. predominantly consulting background (50%). strong production deployment evidence. excellent recruiter response rate (89%). based in Pune, Maharashtra. actively open to work."
CAND_0047721,68,0.6229,"Senior Data Scientist with 7.0 yrs exp. skills: Information Retrieval, Qdrant, Milvus. strong production deployment evidence. low response rate (49%) — engagement risk. strong GitHub activity (90.1/100). based in Coimbatore, Tamil Nadu."
CAND_0066999,69,0.6228,"Recommendation Systems Engineer with 5.9 yrs exp. skills: Information Retrieval, FAISS, Pinecone. product-company background in Internet. strong production deployment evidence. good response rate (63%). strong GitHub activity (94.4/100). based in Delhi, Delhi. actively open to work. notice ≤30 days."
CAND_0075249,70,0.622,"Applied ML Engineer with 6.2 yrs exp. skills: Sentence Transformers, Pinecone, Milvus. strong production deployment evidence. excellent recruiter response rate (82%). based in Ahmedabad, Gujarat. actively open to work."
CAND_0082086,71,0.622,"Senior Software Engineer (ML) with 6.0 yrs exp. skills: FAISS, PyTorch, Pinecone. strong production deployment evidence. excellent recruiter response rate (85%). strong GitHub activity (82.6/100). based in Delhi, Delhi. actively open to work."
CAND_0033445,72,0.6218,"ML Engineer with 6.8 yrs exp. skills: Semantic Search, Information Retrieval, BM25. product-company background in EdTech. strong production deployment evidence. excellent recruiter response rate (94%). no GitHub linked. based in Ahmedabad, Gujarat. actively open to work. notice ≤30 days."
CAND_0043228,73,0.6216,"Applied ML Engineer with 6.8 yrs exp. skills: Sentence Transformers, Weaviate, NLP. product-company background in EdTech. strong production deployment evidence. low response rate (41%) — engagement risk. based in Chennai, Tamil Nadu. notice ≤30 days."
CAND_0052335,74,0.6212,"Applied ML Engineer with 6.4 yrs exp. skills: Sentence Transformers, Learning to Rank, NLP. strong production deployment evidence. good response rate (79%). based in Berlin. actively open to work."
CAND_0003791,75,0.6203,"ML Engineer with 6.6 yrs exp. skills: Weaviate, Python, BM25. product-company background in EdTech. strong production deployment evidence. good response rate (66%). based in San Francisco. actively open to work."
CAND_0032515,76,0.6199,"Machine Learning Engineer with 5.1 yrs exp. skills: Semantic Search, Milvus, Vector Search. product-company background in SaaS. strong production deployment evidence. good response rate (54%). strong GitHub activity (67.4/100). based in Seattle."
CAND_0076163,77,0.6198,"NLP Engineer with 6.9 yrs exp. skills: Semantic Search, Elasticsearch, BM25. strong production deployment evidence. excellent recruiter response rate (84%). strong GitHub activity (84.6/100). based in Chandigarh, Chandigarh. actively open to work."
CAND_0010603,78,0.6187,"ML Engineer with 5.3 yrs exp. skills: OpenSearch, Information Retrieval, Machine Learning. product-company background in EdTech. strong production deployment evidence. excellent recruiter response rate (94%). strong GitHub activity (78.9/100). based in Bangalore, Karnataka. actively open to work."
CAND_0079064,79,0.6187,"Senior Data Scientist with 5.2 yrs exp. skills: Semantic Search, Pinecone, NLP. product-company background in Fintech. strong production deployment evidence. excellent recruiter response rate (91%). based in Noida, Uttar Pradesh. actively open to work. long notice period (120d)."
CAND_0050454,80,0.6186,"AI Engineer with 6.8 yrs exp. skills: FAISS, NLP, Qdrant. strong production deployment evidence. good response rate (77%). no GitHub linked. based in Delhi, Delhi. actively open to work. notice ≤30 days."
CAND_0006567,81,0.6183,"Senior AI Engineer with 7.9 yrs exp. skills: BM25, Python, scikit-learn. product-company background in Fintech. strong production deployment evidence. good response rate (79%). based in Noida, Uttar Pradesh. actively open to work."
CAND_0080766,82,0.618,"Staff Machine Learning Engineer with 8.8 yrs exp. skills: Milvus, Natural Language Processing, LoRA. strong production deployment evidence. good response rate (66%). based in Coimbatore, Tamil Nadu. notice ≤30 days."
CAND_0000031,83,0.6168,"Recommendation Systems Engineer with 6.0 yrs exp. skills: Embeddings, Sentence Transformers, Information Retrieval. strong production deployment evidence. excellent recruiter response rate (91%). based in Hyderabad, Telangana. actively open to work."
CAND_0055905,84,0.6166,"Senior Machine Learning Engineer with 8.1 yrs exp. skills: Embeddings, Vector Search, Information Retrieval. strong production deployment evidence. excellent recruiter response rate (87%). no GitHub linked. based in London. actively open to work. notice ≤30 days."
CAND_0007411,85,0.6165,"Senior Machine Learning Engineer with 8.0 yrs exp. skills: Information Retrieval, Pinecone, Vector Search. strong production deployment evidence. low response rate (12%) — engagement risk. strong GitHub activity (89.5/100). based in Kochi, Kerala. notice ≤30 days."
CAND_0072688,86,0.6163,"Data Scientist with 6.9 yrs exp. skills: Qdrant, Semantic Search, NLP. strong production deployment evidence. excellent recruiter response rate (87%). based in Pune, Maharashtra. actively open to work."
CAND_0027801,87,0.616,"NLP Engineer with 7.4 yrs exp. skills: FAISS, Milvus, Learning to Rank. strong production deployment evidence. good response rate (65%). strong GitHub activity (63.3/100). based in Hyderabad, Telangana. actively open to work. long notice period (120d)."
CAND_0011432,88,0.6155,"Senior Data Scientist with 7.6 yrs exp. skills: OpenSearch, QLoRA, Elasticsearch. product-company background in E-commerce. strong production deployment evidence. good response rate (67%). based in Chennai, Tamil Nadu. actively open to work."
CAND_0044222,89,0.6153,"AI Engineer with 7.7 yrs exp. skills: Vector Search, OpenSearch, QLoRA. strong production deployment evidence. good response rate (60%). based in Vizag, Andhra Pradesh. actively open to work."
CAND_0087630,90,0.6151,"AI Engineer with 7.2 yrs exp. skills: Sentence Transformers, NLP, Embeddings. strong production deployment evidence. low response rate (45%) — engagement risk. based in Gurgaon, Haryana. notice ≤30 days."
CAND_0053695,91,0.6147,"Recommendation Systems Engineer with 5.8 yrs exp. skills: Embeddings, Pinecone, TensorFlow. product-company background in HealthTech AI. strong production deployment evidence. good response rate (60%). strong GitHub activity (67.6/100). based in Bhubaneswar, Odisha. actively open to work. notice ≤30 days."
CAND_0098454,92,0.6146,"AI Specialist with 6.6 yrs exp. skills: Weaviate, OpenSearch, NLP. predominantly consulting background (50%). strong production deployment evidence. excellent recruiter response rate (87%). based in Indore, Madhya Pradesh. actively open to work."
CAND_0032887,93,0.6127,"ML Engineer with 6.1 yrs exp. skills: NLP, Elasticsearch, Qdrant. product-company background in HealthTech AI. strong production deployment evidence. excellent recruiter response rate (81%). based in Singapore. actively open to work."
CAND_0070398,94,0.6126,"Machine Learning Engineer with 7.2 yrs exp. skills: Embeddings, Information Retrieval, FAISS. strong production deployment evidence. good response rate (60%). strong GitHub activity (63.1/100). based in Kochi, Kerala. actively open to work. long notice period (120d)."
CAND_0077285,95,0.6124,"Recommendation Systems Engineer with 5.5 yrs exp. skills: Embeddings, Sentence Transformers, Information Retrieval. product-company background in EdTech. strong production deployment evidence. good response rate (56%). strong GitHub activity (75.6/100). based in Ahmedabad, Gujarat. actively open to work."
CAND_0062413,96,0.6119,"AI Research Engineer with 6.6 yrs exp. skills: Learning to Rank, BM25, OpenSearch. strong production deployment evidence. good response rate (71%). based in Mumbai, Maharashtra. actively open to work."
CAND_0083852,97,0.6117,"Data Scientist with 6.0 yrs exp. skills: Pinecone, Sentence Transformers, Qdrant. strong production deployment evidence. excellent recruiter response rate (85%). strong GitHub activity (70.8/100). based in Ahmedabad, Gujarat. actively open to work."
CAND_0011125,98,0.6115,"Junior ML Engineer with 6.6 yrs exp. skills: Embeddings, Weaviate, Milvus. product-company background in E-commerce. strong production deployment evidence. good response rate (57%). strong GitHub activity (83.6/100). based in Bangalore, Karnataka. long notice period (120d)."
CAND_0054703,99,0.6115,"Computer Vision Engineer with 6.8 yrs exp. skills: NLP, Python, MLOps. product-company background in Fintech. strong production deployment evidence. low response rate (41%) — engagement risk. no GitHub linked. based in Vizag, Andhra Pradesh. actively open to work."
CAND_0041568,100,0.6111,"Search Engineer with 5.2 yrs exp. skills: Semantic Search, Pinecone, Weaviate. product-company background in E-commerce. strong production deployment evidence. good response rate (52%). no GitHub linked. based in Sydney. actively open to work."
